1888,11,570,-16,88,77
1889,11,1047,-8,89,187
1889,11,117,18,74,33
1889,11,10,-7,74,1
1889,11,175,9,97,24
1889,11,349,21,34,60
1889,11,119,-10,12,30
1889,11,57,10,56,10
1890,11,21,12,10,1
1890,11,8,-24,6,2
1890,11,11,-9,2,4
1890,11,352,-34,346,80
1890,11,203,-30,346,31
1890,11,199,14,343,32
1890,11,4,-10,42,0
1890,11,30,33,340,8
1890,11,99,16,337,13
1891,11,74,-12,334,0
1404,11,9,-8,24,1
1888,12,29,-14,103,3
1888,12,487,-15,89,82
1889,12,1013,-8,90,141
1889,12,141,19,72,37
1889,12,221,10,98,38
1889,12,334,21,35,57
1889,12,214,-10,12,41
1889,12,37,10,56,1
1890,12,7,-22,24,3
1890,12,51,12,7,12
1890,12,7,-9,3,1
1890,12,345,-34,346,60
1890,12,339,-29,345,30
1890,12,169,14,343,28
1890,12,28,-10,44,5
1890,12,18,33,340,5
1890,12,269,16,331,55
1891,12,22,-12,335,6
1891,12,567,-16,324,92
1888,13,322,-14,88,51
1889,13,880,-8,89,145
1889,13,80,19,72,14
1889,13,136,10,98,15
1889,13,113,22,32,20
1889,13,539,-10,9,92
1890,13,33,-22,24,11
1890,13,13,12,6,2
1890,13,315,-34,344,66
1890,13,384,-29,346,73
1890,13,165,14,343,32
1890,13,20,-9,44,2
1890,13,8,33,339,2
1890,13,532,15,331,61
1891,13,13,-12,335,2
1891,13,469,-15,324,81
1891,13,1008,-17,305,158
1404,13,20,18,44,3
1888,14,235,-14,90,32
1889,14,487,-8,88,58
1889,14,47,20,72,4
1889,14,87,21,32,11
1889,14,510,-10,10,73
1890,14,73,-22,25,15
1890,14,7,11,4,0
1890,14,29,-7,1,7
1890,14,256,-34,344,49
1890,14,327,-30,346,67
1890,14,161,14,343,32
1890,14,133,-9,44,24
1890,14,4,33,338,0
1890,14,452,15,332,58
1891,14,552,-15,323,107
1891,14,1358,-17,304,231
1891,14,35,13,17,2
1891,14,20,24,294,3
1889,15,38,21,34,7
1889,15,323,-11,8,77
1890,15,72,-22,24,15
1890,15,5,12,7,0
1890,15,35,-7,3,8
1890,15,283,-34,343,61
1890,15,346,-30,345,60
1890,15,151,14,343,27
1890,15,144,-9,44,19
1890,15,190,15,330,34
1891,15,480,-15,324,101
1891,15,1460,-18,304,259
1891,15,5,14,15,0
1891,15,77,23,296,17
1891,15,6,36,36,1
1891,15,12,-10,23,0
1889,16,16,21,34,0
1889,16,305,-11,8,52
1890,16,88,-22,24,17
1890,16,28,-7,3,7
1890,16,278,-34,342,50
1890,16,340,-30,344,49
1890,16,173,14,343,40
1890,16,31,-8,43,9
1890,16,291,16,332,51
1891,16,480,-14,323,99
1891,16,1824,-18,303,269
1891,16,70,23,294,12
1891,16,44,36,38,6
1891,16,25,-10,24,0
1891,16,23,19,318,1
1889,17,275,-11,9,55
1890,17,102,-22,24,15
1890,17,15,-7,5,2
1890,17,288,-34,342,48
1890,17,288,-30,344,62
1890,17,155,14,343,29
1890,17,16,-8,41,3
1890,17,368,17,333,63
1891,17,479,-15,322,95
1891,17,1775,-17,304,270
1891,17,90,23,294,21
1891,17,31,35,39,5
1891,17,6,20,316,0
1891,17,20,6,281,7
1891,17,15,13,259,3
1405,17,7,-8,338,1
1889,18,197,-10,8,29
1890,18,112,-22,24,23
1890,18,8,-7,5,1
1890,18,236,-34,341,39
1890,18,201,-30,342,47
1890,18,136,14,344,28
1890,18,282,17,334,45
1891,18,415,-15,321,73
1891,18,1705,-18,303,262
1891,18,205,23,294,35
1891,18,7,7,280,1
1891,18,64,12,262,12
1892,18,7,-19,279,2
1405,18,17,29,346,2
1889,19,130,-11,9,27
1890,19,226,-34,340,40
1890,19,164,-29,342,32
1890,19,139,14,344,25
1890,19,182,16,333,36
1891,19,409,-15,321,78
1891,19,1268,-18,303,211
1891,19,166,22,295,36
1891,19,101,11,264,19
1892,19,15,-18,280,2
1405,19,9,-24,288,1
1889,20,46,-11,5,9
1890,20,206,-35,339,20
1890,20,109,-30,340,14
1890,20,156,14,344,32
1890,20,121,16,334,27
1891,20,461,-15,320,87
1891,20,1137,-18,303,200
1891,20,152,23,295,23
1891,20,95,10,266,16
1892,20,31,14,253,6
1892,20,96,-8,211,20
1892,20,191,-5,204,34
1890,21,217,-35,338,47
1890,21,88,-30,340,13
1890,21,131,14,343,24
1890,21,85,16,335,20
1891,21,392,-15,321,70
1891,21,1200,-18,303,210
1891,21,265,23,294,36
1891,21,138,11,265,19
1892,21,15,14,253,2
1892,21,111,-8,211,21
1892,21,486,-4,207,87
1890,22,194,-35,337,27
1890,22,128,-30,339,22
1890,22,123,14,343,14
1890,22,109,16,335,18
1891,22,386,-15,321,75
1891,22,1087,-18,303,209
1891,22,401,22,296,79
1891,22,153,10,264,30
1892,22,8,14,252,1
1892,22,112,-8,211,21
1892,22,502,-4,207,102
1892,22,28,30,269,8
1892,22,743,-18,190,114
1405,22,8,26,221,0
1890,23,28,16,334,5
1891,23,473,-15,320,78
1891,23,1072,-17,302,182
1891,23,436,22,297,60
1891,23,87,10,265,13
1892,23,118,-8,211,21
1892,23,519,-4,207,100
1892,23,5,29,270,1
1892,23,730,-18,190,87
1892,23,5,30,245,1
1892,23,6,-11,232,2
1892,23,11,37,195,4
1892,23,8,19,177,4
1893,23,18,-5,171,0
1893,23,67,-8,171,0
1405,23,6,16,248,0
1891,24,117,-17,317,23
1891,24,778,-18,303,212
1891,24,344,22,296,40
1891,24,37,10,264,6
1892,24,121,-8,211,23
1892,24,488,-4,206,98
1892,24,658,-18,190,101
1892,24,123,30,244,27
1892,24,40,-12,231,10
1892,24,7,36,194,2
1892,24,125,19,179,30
1893,24,122,-6,172,16
1893,24,297,-10,170,46
1893,24,48,-22,172,11
1891,25,1085,-17,304,150
1891,25,278,23,294,33
1892,25,109,-8,211,18
1892,25,394,-5,206,62
1892,25,641,-18,190,117
1892,25,325,30,244,66
1892,25,49,-12,232,8
1892,25,185,18,178,42
1893,25,147,-6,172,19
1893,25,386,-11,167,73
1893,25,151,-23,170,26
1891,26,392,24,294,45
1892,26,120,-7,210,31
1892,26,413,-5,206,71
1892,26,662,-18,189,126
1892,26,379,30,241,70
1892,26,18,-11,232,4
1892,26,235,18,178,42
1893,26,36,-6,172,7
1893,26,537,-11,165,68
1893,26,87,-22,172,14
1893,26,44,9,153,9
1893,26,8,-15,141,0
1405,26,12,15,249,2
1892,27,108,-7,210,19
1892,27,304,-5,206,72
1892,27,587,-18,188,124
1892,27,267,31,240,50
1892,27,4,-11,235,1
1892,27,211,18,179,47
1893,27,33,-6,172,6
1893,27,569,-11,165,102
1893,27,83,-22,173,24
1893,27,183,9,155,45
1893,27,98,-14,142,24
1893,27,21,14,227,2
1893,27,14,-10,182,3
1893,27,137,28,148,23
1892,28,121,-7,210,21
1892,28,334,-6,205,63
1892,28,563,-18,188,103
1892,28,233,32,238,30
1892,28,149,18,181,36
1893,28,20,-6,172,5
1893,28,510,-10,165,91
1893,28,71,-22,171,23
1893,28,170,9,156,26
1893,28,75,-14,141,7
1893,28,54,14,228,7
1893,28,91,-10,183,25
1893,28,372,28,148,64
1892,29,96,-7,210,20
1892,29,295,-6,205,60
1892,29,503,-19,188,121
1892,29,102,34,236,24
1892,29,162,18,181,37
1893,29,12,-6,170,3
1893,29,447,-11,165,108
1893,29,127,-23,172,36
1893,29,195,8,157,47
1893,29,26,-15,140,6
1893,29,32,14,227,10
1893,29,66,-11,183,16
1893,29,303,30,149,75
1893,29,14,-14,114,0
1893,29,20,-8,98,5
1405,29,3,14,191,0
1892,30,94,-7,210,15
1892,30,332,-6,205,48
1892,30,589,-18,187,100
1892,30,8,33,237,0
1892,30,179,18,180,32
1893,30,436,-10,166,92
1893,30,103,-23,171,12
1893,30,212,8,158,36
1893,30,20,13,229,3
1893,30,34,-10,184,8
1893,30,418,29,149,63
1893,30,21,-14,115,5
1893,30,85,-8,95,14
1894,30,20,-16,92,3
1894,30,104,18,86,29
1894,30,31,21,80,0
1405,30,10,23,184,1
